Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N];Weight.x [N];Weight.y [N];Weight.z [N];ForceTotal.x [N];ForceTotal.y [N];ForceTotal.z [N];ForceTotal [N]
10;10.000046;10141;  2.232731931413E+03;  5.640323608501E+01;  1.843833406324E+04;  1.857311056959E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.232731931413E+03;  5.640323608501E+01;  6.002883361616E+03;  6.404910760952E+03
11;11.000029;10141;  2.229172588365E+03; -3.066167687173E+01;  1.854935231291E+04;  1.868284297948E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.229172588365E+03; -3.066167687173E+01;  6.113901611288E+03;  6.507683418826E+03
12;12.000043;10141;  2.245660837002E+03; -9.481489762231E+01;  1.847724127215E+04;  1.861344749069E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.245660837002E+03; -9.481489762231E+01;  6.041790570522E+03;  6.446333512758E+03
13;13.000026;10141;  2.121763622675E+03; -3.150821136366E+01;  1.860365673391E+04;  1.872428683585E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.121763622675E+03; -3.150821136366E+01;  6.168206032288E+03;  6.523008454283E+03
14;14.000017;10141;  2.116558733422E+03;  5.323625403555E+01;  1.832586826513E+04;  1.844776687411E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.116558733422E+03;  5.323625403555E+01;  5.890417563505E+03;  6.259366904346E+03
15;15.000036;10141;  2.009094478305E+03;  6.374773644133E+01;  1.841897980187E+04;  1.852833887154E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.009094478305E+03;  6.374773644133E+01;  5.983529100249E+03;  6.312142654454E+03
16;16.000049;10141;  2.147364065049E+03; -8.303165791057E+01;  1.866206054860E+04;  1.878538183279E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.147364065049E+03; -8.303165791057E+01;  6.226609846977E+03;  6.587012742553E+03
17;17.000010;10141;  2.064012297910E+03;  3.742467467743E+01;  1.851581193001E+04;  1.863053511845E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.064012297910E+03;  3.742467467743E+01;  6.080361228389E+03;  6.421241316123E+03
18;18.000025;10141;  2.143587837548E+03;  1.247769880997E+02;  1.881224969948E+04;  1.893439401907E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.143587837548E+03;  1.247769880997E+02;  6.376798997851E+03;  6.728603389488E+03
19;19.000048;10141;  2.180552983958E+03;  1.829089853435E+01;  1.845844862376E+04;  1.858680907173E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.180552983958E+03;  1.829089853435E+01;  6.022997922138E+03;  6.405595198176E+03
20;20.000031;10141;  2.211683208491E+03;  4.821362580531E+01;  1.836240915353E+04;  1.849518686280E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.211683208491E+03;  4.821362580531E+01;  5.926958451902E+03;  6.326349947561E+03
21;21.000017;10141;  2.290808056733E+03; -9.773833934035E+01;  1.844421326679E+04;  1.858618727353E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.290808056733E+03; -9.773833934035E+01;  6.008762565170E+03;  6.431374806397E+03
22;22.000007;10141;  2.109403948470E+03; -6.729353936769E+01;  1.827291733096E+04;  1.839439102613E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.109403948470E+03; -6.729353936769E+01;  5.837466629331E+03;  6.207264299739E+03
23;23.000026;10141;  2.129699070621E+03; -4.798481643533E+01;  1.839056990042E+04;  1.851353510101E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.129699070621E+03; -4.798481643533E+01;  5.955119198795E+03;  6.324663259484E+03
24;24.000017;10141;  2.092692356735E+03;  1.000519523211E+02;  1.834441186714E+04;  1.846366210816E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.092692356735E+03;  1.000519523211E+02;  5.908961165513E+03;  6.269385436280E+03
25;25.000033;10141;  2.094752795596E+03;  1.027516606100E+02;  1.826093393042E+04;  1.838097536013E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.094752795596E+03;  1.027516606100E+02;  5.825483228796E+03;  6.191510480278E+03
26;26.000016;10141;  2.016448292387E+03;  1.522039001511E+01;  1.852949596172E+04;  1.863889792803E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.016448292387E+03;  1.522039001511E+01;  6.094045260095E+03;  6.419009503671E+03
27;27.000026;10141;  2.106450918335E+03;  3.628371863625E+01;  1.845864471103E+04;  1.857848262231E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.106450918335E+03;  3.628371863625E+01;  6.023194009400E+03;  6.381012306403E+03
28;28.000018;10141;  2.005507506456E+03;  9.779739601249E+01;  1.844227537888E+04;  1.855125725765E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.005507506456E+03;  9.779739601249E+01;  6.006824677258E+03;  6.333527247311E+03
29;29.000018;10141;  2.098683798175E+03;  2.036993662731E+01;  1.848026981439E+04;  1.859906613333E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.098683798175E+03;  2.036993662731E+01;  6.044819112768E+03;  6.398806664147E+03
30;30.000004;10141;  2.093758608409E+03; -7.782572096343E+01;  1.846150226574E+04;  1.858001474329E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.093758608409E+03; -7.782572096343E+01;  6.026051564114E+03;  6.379904341484E+03
31;31.000020;10141;  2.027571312475E+03;  6.332441605847E+01;  1.846418086530E+04;  1.857528009036E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.027571312475E+03;  6.332441605847E+01;  6.028730163674E+03;  6.360868085036E+03
32;32.000027;10141;  2.035350630331E+03; -3.367425778584E+01;  1.823688880663E+04;  1.835014712446E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.035350630331E+03; -3.367425778584E+01;  5.801438105002E+03;  6.148208700930E+03
33;33.000031;10141;  1.996069125885E+03; -3.665239132119E+01;  1.835063220772E+04;  1.845890944168E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  1.996069125885E+03; -3.665239132119E+01;  5.915181506099E+03;  6.242996684542E+03
34;34.000002;10141;  1.977443036415E+03;  4.501812064087E+01;  1.845842367355E+04;  1.856409739540E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  1.977443036415E+03;  4.501812064087E+01;  6.022972971929E+03;  6.339440907054E+03
35;35.000022;10141;  2.032916394892E+03; -2.537025344006E+00;  1.850757872633E+04;  1.861889432315E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.032916394892E+03; -2.537025344006E+00;  6.072128024707E+03;  6.403397086981E+03
36;36.000007;10141;  2.060000816451E+03; -3.091487353396E+01;  1.837900693450E+04;  1.849411947056E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.060000816451E+03; -3.091487353396E+01;  5.943556232872E+03;  6.290502347706E+03
37;37.000002;10141;  2.030085072565E+03; -1.132801034806E+02;  1.852307925399E+04;  1.863433773531E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.030085072565E+03; -1.132801034806E+02;  6.087628552370E+03;  6.418200618189E+03
38;38.000026;10141;  2.039396605357E+03;  4.844023413916E+01;  1.846771858493E+04;  1.858004614371E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.039396605357E+03;  4.844023413916E+01;  6.032267883304E+03;  6.367867836738E+03
39;39.000047;10141;  1.987025224279E+03;  1.574197465927E+01;  1.843504318547E+04;  1.854182661719E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  1.987025224279E+03;  1.574197465927E+01;  5.999592483844E+03;  6.320097073929E+03
40;40.000057;10141;  2.148121790884E+03; -4.116980721210E+00;  1.845044664444E+04;  1.857507538497E+04;  0.000000000000E+00;  0.000000000000E+00; -1.243545070163E+04;  2.148121790884E+03; -4.116980721210E+00;  6.014995942811E+03;  6.387066648316E+03
