#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
ARC_2;fn2c2vq5;10-08-2019 13:02:54;665823;22129.017578;1106.442627;22129.417969;68044810;137298849;81475;401;0;701869;19584;Gpu_0?="GeForce GTX 1060 3GB";Symplectic;Wendland;Artificial;0.020000;0;20.000000;42913;40809;0.173205;(700-1300);0;0;2H;Pos-Double - Single-Gpu - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (56 regs);0.399827;24.779762;16.455276;178.802017;11.568218;136.596313;0.341665;59.893425;17906.507812;0.000000;150.245483;17.595369;0.000000;0.000000;0.029741;8.920292;8.309124;29.177750;0.000000;3498.716309
